uid,month,loan_sum
4413,Nov-16,5.722768363
4414,Nov-16,3.862594545
4423,Nov-16,4.292650699
4427,Nov-16,5.58413701
4429,Nov-16,5.584137011
4439,Nov-16,4.974842946
4447,Nov-16,6.445431881
4456,Nov-16,5.351362178
4459,Nov-16,5.560391861
4473,Nov-16,6.153413856
4478,Nov-16,5.54404215
4479,Nov-16,5.153538105
4496,Nov-16,5.58413701
4500,Nov-16,5.405415974
4502,Nov-16,6.087953139
4507,Nov-16,5.501180385
4508,Nov-16,5.07059257
4513,Nov-16,5.970521466
4514,Nov-16,4.723016822
4524,Nov-16,4.292650699
4530,Nov-16,6.552205383
4531,Nov-16,5.657311097
4546,Nov-16,4.723016822
4548,Nov-16,5.885770109
4552,Nov-16,5.69740682
4554,Nov-16,5.501180385
4555,Nov-16,6.445431881
4558,Nov-16,6.753033101
4559,Nov-16,6.292054527
4566,Nov-16,6.584074882
4575,Nov-16,6.104976146
4580,Nov-16,6.153413856
4583,Nov-16,6.895217943
4593,Nov-16,5.292153929
4595,Nov-16,5.931812567
4596,Nov-16,4.723016822
4598,Nov-16,5.931812567
4603,Nov-16,3.862594545
4604,Nov-16,5.97467729
4605,Nov-16,5.670965859
4609,Nov-16,5.153538105
4611,Nov-16,5.014930043
4612,Nov-16,5.657311097
4619,Nov-16,4.292650699
4622,Nov-16,3.862594545
4624,Nov-16,6.05244065
4625,Nov-16,5.722768363
4632,Nov-16,4.974842946
4635,Nov-16,4.292650699
4636,Nov-16,5.292153929
4637,Nov-16,4.974842946
4638,Nov-16,4.723016822
4641,Nov-16,4.974842946
4647,Nov-16,4.292650699
4648,Nov-16,5.722768363
4649,Nov-16,4.544373396
4653,Nov-16,5.07059257
4663,Nov-16,4.995209729
4667,Nov-16,5.885770109
4669,Nov-16,6.014774739
4672,Nov-16,5.722768363
4677,Nov-16,6.014774739
4684,Nov-16,4.995209729
4686,Nov-16,4.974842946
4688,Nov-16,4.974842946
4702,Nov-16,5.722768363
4704,Nov-16,5.405415974
4712,Nov-16,4.40582999
4713,Nov-16,3.862594545
4725,Nov-16,5.781982259
4727,Nov-16,4.292650699
4730,Nov-16,6.292054527
4734,Nov-16,6.292054527
4737,Nov-16,6.183727411
4744,Nov-16,5.931812567
4748,Nov-16,5.153538105
4749,Nov-16,5.292153929
4753,Nov-16,5.292153929
4758,Nov-16,5.9536145
4760,Nov-16,3.975670565
4764,Nov-16,5.722768363
4770,Nov-16,4.723016822
4771,Nov-16,4.723016822
4774,Nov-16,6.403258631
4783,Nov-16,5.1688767
4797,Nov-16,5.781982259
4798,Nov-16,5.722768363
4799,Nov-16,5.292153929
4809,Nov-16,5.07059257
4830,Nov-16,5.384355326
4836,Nov-16,4.723016822
4861,Nov-16,6.384269633
4862,Nov-16,4.974842946
4866,Nov-16,6.405333138
4876,Nov-16,5.07059257
4881,Nov-16,4.974842946
4892,Nov-16,6.384269633
4893,Nov-16,4.974842946
4896,Nov-16,5.836040761
4902,Nov-16,4.292650699
4905,Nov-16,5.722768363
4907,Nov-16,4.723016822
4908,Nov-16,5.292153929
4910,Nov-16,6.743492445
4916,Nov-16,4.836247821
4923,Nov-16,5.405415974
4924,Nov-16,6.464550799
4925,Nov-16,5.716524366
4926,Nov-16,5.781982259
4928,Nov-16,6.240248782
4944,Nov-16,6.527182475
4946,Nov-16,5.292153929
4947,Nov-16,4.292650699
4955,Nov-16,5.97467729
4957,Nov-16,6.177781861
4964,Nov-16,5.991028077
4966,Nov-16,4.723016822
4973,Nov-16,5.931812567
4981,Nov-16,5.279603816
4985,Nov-16,4.544373396
4989,Nov-16,6.316422771
4990,Nov-16,6.266691431
4993,Nov-16,4.544373396
4994,Nov-16,5.405415974
4996,Nov-16,5.292153929
5001,Nov-16,3.862594545
5004,Nov-16,5.836040761
5006,Nov-16,5.722768363
5008,Nov-16,5.279603816
5010,Nov-16,6.153413856
5013,Nov-16,5.105110467
5014,Nov-16,6.464550799
5018,Nov-16,6.153413856
5021,Nov-16,5.153538105
5023,Nov-16,6.722718659
5024,Nov-16,5.781982259
5028,Nov-16,5.722768363
5039,Nov-16,4.657587153
5046,Nov-16,4.8616016
5051,Nov-16,6.584074882
5052,Nov-16,4.974842946
5056,Nov-16,5.501180385
5058,Nov-16,4.292650699
5061,Nov-16,5.501180385
5063,Nov-16,5.266794974
5077,Nov-16,4.723016822
5079,Nov-16,5.292153929
5083,Nov-16,5.836040761
5084,Nov-16,4.723016822
5086,Nov-16,5.885770109
5092,Nov-16,5.153538105
5096,Nov-16,6.153413856
5098,Nov-16,4.974842946
5102,Nov-16,6.183727411
5121,Nov-16,5.885770109
5124,Nov-16,3.975670565
5129,Nov-16,5.58413701
5130,Nov-16,6.657255871
5140,Nov-16,5.866353329
5145,Nov-16,5.722768363
5153,Nov-16,6.722718659
5155,Nov-16,4.071302059
5160,Nov-16,5.885770109
5161,Nov-16,4.292650699
5171,Nov-16,6.05244065
5172,Nov-16,5.722768363
5174,Nov-16,5.292153929
5179,Nov-16,5.292153929
5184,Nov-16,5.809599236
5192,Nov-16,5.576322357
5200,Nov-16,4.154158974
5201,Nov-16,5.226703564
5205,Nov-16,5.362555688
5207,Nov-16,4.974842946
5213,Nov-16,4.071302059
5214,Nov-16,5.351362178
5225,Nov-16,6.014774739
5232,Nov-16,6.153413856
5239,Nov-16,5.58413701
5240,Nov-16,4.974842946
5241,Nov-16,5.781982259
5242,Nov-16,5.034043668
5243,Nov-16,5.304455557
5246,Nov-16,4.351813812
5251,Nov-16,4.8616016
5261,Nov-16,6.137683814
5274,Nov-16,5.501180385
5279,Nov-16,5.153538105
5280,Nov-16,6.405333138
5281,Nov-16,5.153538105
5282,Nov-16,5.54404215
5290,Nov-16,5.153538105
5291,Nov-16,5.836040761
5307,Nov-16,5.931812567
5311,Nov-16,3.862594545
5312,Nov-16,5.405415974
5315,Nov-16,5.351362178
5319,Nov-16,5.292153929
5330,Nov-16,5.97467729
5334,Nov-16,6.405333138
5335,Nov-16,5.501180385
5338,Nov-16,5.722768363
5339,Nov-16,4.292650699
5340,Nov-16,5.405415974
5342,Nov-16,6.384269633
5354,Nov-16,5.07059257
5355,Nov-16,5.266794974
5357,Nov-16,5.292153929
5359,Nov-16,6.121545176
5361,Nov-16,5.781982259
5367,Nov-16,5.584137011
5371,Nov-16,4.974842946
5372,Nov-16,5.292153929
5378,Nov-16,4.292650699
5381,Nov-16,5.58413701
5382,Nov-16,6.010879453
5387,Nov-16,5.351362178
5392,Nov-16,5.809599236
5399,Nov-16,5.781982259
5401,Nov-16,5.885770109
5404,Nov-16,4.885961244
5406,Nov-16,5.292153929
5417,Nov-16,5.226703564
5421,Nov-16,5.535703078
5425,Nov-16,4.292650699
5432,Nov-16,5.240356826
5434,Nov-16,5.97467729
5437,Nov-16,5.405415974
5439,Nov-16,6.05608464
5443,Nov-16,5.212743531
5445,Nov-16,5.183845743
5447,Nov-16,5.885770109
5452,Nov-16,6.240248782
5453,Nov-16,5.753080438
5462,Nov-16,6.153413856
5466,Nov-16,6.153413856
5468,Nov-16,4.974842946
5471,Nov-16,3.862594545
5473,Nov-16,4.723016822
5475,Nov-16,6.297005232
5484,Nov-16,4.909401781
5488,Nov-16,6.121545176
5495,Nov-16,5.54404215
5508,Nov-16,5.722768363
5518,Nov-16,4.723016822
5521,Nov-16,5.405415974
5523,Nov-16,5.781982259
5531,Nov-16,4.501535282
5534,Nov-16,5.657311097
5538,Nov-16,5.153538105
5543,Nov-16,5.836040761
5546,Nov-16,5.405415974
5549,Nov-16,6.087953139
5553,Nov-16,6.05244065
5558,Nov-16,5.501180385
5569,Nov-16,5.621800638
5594,Nov-16,4.723016822
5596,Nov-16,6.292054527
5597,Nov-16,5.735071209
5612,Nov-16,5.781982259
5616,Nov-16,6.311624979
5618,Nov-16,6.722718659
5620,Nov-16,6.026316181
5627,Nov-16,4.723016822
5632,Nov-16,6.183727411
5636,Nov-16,5.722768363
5638,Nov-16,5.97467729
5639,Nov-16,4.292650699
5650,Nov-16,6.629009152
5652,Nov-16,5.861402821
5661,Nov-16,5.304455557
5662,Nov-16,6.153413856
5681,Nov-16,5.836040761
5684,Nov-16,7.014743673
5692,Nov-16,4.723016822
5706,Nov-16,6.65725587
5707,Nov-16,5.07059257
5709,Nov-16,5.292153929
5711,Nov-16,5.58413701
5713,Nov-16,6.087953139
5721,Nov-16,6.087953139
5725,Nov-16,6.737454274
5730,Nov-16,5.841196669
5735,Nov-16,5.394974879
5741,Nov-16,5.266794974
5746,Nov-16,5.014930043
5747,Nov-16,5.657311097
5749,Nov-16,6.405333138
5753,Nov-16,5.54404215
5754,Nov-16,4.974842946
5756,Nov-16,6.266691431
5761,Nov-16,6.240248782
5762,Nov-16,5.292153929
5772,Nov-16,5.722768363
5774,Nov-16,5.97467729
5778,Nov-16,6.153413856
5780,Nov-16,6.895217943
5785,Nov-16,5.722768363
5788,Nov-16,4.544373396
5793,Nov-16,6.183727411
5809,Nov-16,4.885961244
5813,Nov-16,6.087953139
5815,Nov-16,5.970521466
5818,Nov-16,6.087953139
5823,Nov-16,5.885770109
5828,Nov-16,5.657311097
5835,Nov-16,5.722768363
5841,Nov-16,4.8616016
5854,Nov-16,5.226703564
5861,Nov-16,6.121545176
5862,Nov-16,5.384355326
5866,Nov-16,5.97467729
5871,Nov-16,4.753317069
5874,Nov-16,5.722768363
5878,Nov-16,5.636249258
5890,Nov-16,4.974842946
5901,Nov-16,5.405415974
5903,Nov-16,6.153413856
5905,Nov-16,4.8616016
5927,Nov-16,5.501180385
5930,Nov-16,5.781982259
5940,Nov-16,4.723016822
5941,Nov-16,5.722768363
5946,Nov-16,5.292153929
5953,Nov-16,5.292153929
5956,Nov-16,6.014774739
5958,Nov-16,5.781982259
5960,Nov-16,5.995049416
5961,Nov-16,6.362466936
5964,Nov-16,5.722768363
5965,Nov-16,6.856372469
5966,Nov-16,5.722768363
5969,Nov-16,4.723016822
5970,Nov-16,6.153413856
5973,Nov-16,5.836040761
5988,Nov-16,5.861402821
5993,Nov-16,4.071302059
5996,Nov-16,5.722768363
5997,Nov-16,6.405333138
6002,Nov-16,4.40582999
6010,Nov-16,5.885770109
6011,Nov-16,6.405333138
6015,Nov-16,5.722768363
6030,Nov-16,4.292650699
6033,Nov-16,5.45514134
6035,Nov-16,5.931812567
6039,Nov-16,6.212630577
6045,Nov-16,5.931812567
6060,Nov-16,6.153413856
6065,Nov-16,6.316422771
6066,Nov-16,6.266691431
6068,Nov-16,6.153413856
6073,Nov-16,5.836040761
6074,Nov-16,5.97467729
6083,Nov-16,4.723016822
6097,Nov-16,3.862594545
6100,Nov-16,5.034043668
6101,Nov-16,5.722768363
6103,Nov-16,6.087953139
6105,Nov-16,5.425786096
6111,Nov-16,4.974842946
6115,Nov-16,6.643293014
6123,Nov-16,5.45514134
6125,Nov-16,5.292153929
6126,Nov-16,7.073962511
6132,Nov-16,5.153538105
6133,Nov-16,4.974842946
6134,Nov-16,5.584137011
6137,Nov-16,6.584074882
6140,Nov-16,5.54404215
6141,Nov-16,4.723016822
6145,Nov-16,5.781982259
6147,Nov-16,5.657311097
6157,Nov-16,5.292153929
6158,Nov-16,6.42970154
6168,Nov-16,5.58413701
6169,Nov-16,6.212630577
6171,Nov-16,5.425786096
6172,Nov-16,5.45514134
6178,Nov-16,6.722718659
6179,Nov-16,5.279603817
6180,Nov-16,6.087953139
6182,Nov-16,6.153413856
6186,Nov-16,3.862594545
6188,Nov-16,5.722768363
6191,Nov-16,6.540653314
6193,Nov-16,5.292153929
6194,Nov-16,3.862594545
6200,Nov-16,5.836040761
6203,Nov-16,5.405415974
6210,Nov-16,5.781982259
6213,Nov-16,6.543975879
6225,Nov-16,5.501180385
6232,Nov-16,4.292650699
6236,Nov-16,5.978805502
6249,Nov-16,5.836040761
6258,Nov-16,5.153538105
6267,Nov-16,4.292650699
6273,Nov-16,4.723016822
6279,Nov-16,5.722768363
6280,Nov-16,5.861402821
6281,Nov-16,4.071302059
6291,Nov-16,5.153538105
6300,Nov-16,6.014774739
6303,Nov-16,4.723016822
6306,Nov-16,6.614389175
6321,Nov-16,5.722768363
6324,Nov-16,6.153413856
6332,Nov-16,5.722768363
6353,Nov-16,5.292153929
6354,Nov-16,6.014774739
6361,Nov-16,5.670965858
6365,Nov-16,6.584074882
6369,Nov-16,5.153538105
6373,Nov-16,4.292650699
6375,Nov-16,5.722768363
6377,Nov-16,5.292153929
6379,Nov-16,5.614448346
6381,Nov-16,5.722768363
6383,Nov-16,4.40582999
6391,Nov-16,5.657311097
6400,Nov-16,6.05244065
6401,Nov-16,5.153538105
6406,Nov-16,5.153538105
6411,Nov-16,6.121545176
6425,Nov-16,5.722768363
6431,Nov-16,5.722768363
6435,Nov-16,5.226703564
6437,Nov-16,5.722768363
6438,Nov-16,6.266691431
6441,Nov-16,5.58413701
6447,Nov-16,6.003014847
6448,Nov-16,4.292650699
6453,Nov-16,6.405333138
6454,Nov-16,6.846269403
6455,Nov-16,6.405333138
6456,Nov-16,6.445431881
6459,Nov-16,5.722768363
6462,Nov-16,5.153538105
6463,Nov-16,5.153538105
6464,Nov-16,5.657311097
6465,Nov-16,6.153413856
6468,Nov-16,5.836040761
6479,Nov-16,4.071302059
6492,Nov-16,5.153538105
6496,Nov-16,4.782208137
6497,Nov-16,6.405333138
6499,Nov-16,4.723016822
6505,Nov-16,5.781982259
6507,Nov-16,5.292153929
6520,Nov-16,5.722768363
6521,Nov-16,6.014774739
6530,Nov-16,5.292153929
6532,Nov-16,5.885770109
6533,Nov-16,4.292650699
6537,Nov-16,5.885770109
6538,Nov-16,4.723016822
6539,Nov-16,5.292153929
6541,Nov-16,5.670965859
6545,Nov-16,5.292153929
6553,Nov-16,5.895255598
6555,Nov-16,5.07059257
6556,Nov-16,5.351362178
6559,Nov-16,7.168731235
6563,Nov-16,5.226703564
6573,Nov-16,6.121545176
6577,Nov-16,6.518612438
6581,Nov-16,6.629009151
6582,Nov-16,5.871264705
6592,Nov-16,3.862594545
6593,Nov-16,5.052586821
6601,Nov-16,6.781937074
6602,Nov-16,6.292054527
6603,Nov-16,4.292650699
6605,Nov-16,5.814978327
6610,Nov-16,5.657311097
6618,Nov-16,5.584137011
6623,Nov-16,6.425705932
6624,Nov-16,6.153413856
6625,Nov-16,5.292153929
6626,Nov-16,5.45514134
6629,Nov-16,5.781982259
6634,Nov-16,4.974842946
6645,Nov-16,4.8616016
6646,Nov-16,5.584137011
6647,Nov-16,6.405333138
6651,Nov-16,6.468304987
6657,Nov-16,7.541305938
6669,Nov-16,6.087953139
6672,Nov-16,5.292153929
6677,Nov-16,4.071302059
6682,Nov-16,5.722768363
6689,Nov-16,4.974842946
6698,Nov-16,4.723016822
6709,Nov-16,6.292054527
6714,Nov-16,5.292153929
6720,Nov-16,5.722768363
6741,Nov-16,4.544373396
6744,Nov-16,4.723016822
6749,Nov-16,6.629009151
6750,Nov-16,6.316422771
6757,Nov-16,4.691162849
6759,Nov-16,6.05244065
6766,Nov-16,4.931990053
6770,Nov-16,4.40582999
6777,Nov-16,3.975670565
6779,Nov-16,5.657311097
6782,Nov-16,5.501180385
6783,Nov-16,6.362466936
6785,Nov-16,6.483098934
6786,Nov-16,6.464550799
6788,Nov-16,5.292153929
6795,Nov-16,4.995209729
6796,Nov-16,5.97467729
6800,Nov-16,5.722768363
6801,Nov-16,5.351362178
6804,Nov-16,5.931812567
6806,Nov-16,4.584447561
6807,Nov-16,5.657311097
6810,Nov-16,6.153413856
6812,Nov-16,5.885770109
6817,Nov-16,5.722768363
6818,Nov-16,4.723016822
6819,Nov-16,6.153413856
6829,Nov-16,5.931812567
6830,Nov-16,6.33987127
6840,Nov-16,5.722768363
6844,Nov-16,4.723016822
6855,Nov-16,5.153538105
6858,Nov-16,5.97467729
6861,Nov-16,6.121545176
6863,Nov-16,4.931990053
6879,Nov-16,5.153538105
6880,Nov-16,6.405333138
6883,Nov-16,6.405333138
6888,Nov-16,5.836040761
6895,Nov-16,5.292153929
6896,Nov-16,3.862594545
6901,Nov-16,5.292153929
6905,Nov-16,4.622092928
6907,Nov-16,5.1688767
6908,Nov-16,3.862594545
6912,Nov-16,5.351362178
6913,Nov-16,5.292153929
6915,Nov-16,5.781982259
6916,Nov-16,5.292153929
6924,Nov-16,4.723016822
6926,Nov-16,6.722718659
6927,Nov-16,5.722768363
6929,Nov-16,5.351362178
6931,Nov-16,5.292153929
6944,Nov-16,6.722718659
6945,Nov-16,6.266691431
6946,Nov-16,6.316422771
6947,Nov-16,5.836040761
6951,Nov-16,6.18372741
6955,Nov-16,5.722768363
6962,Nov-16,5.966337658
6968,Nov-16,6.153413856
6974,Nov-16,4.974842946
6978,Nov-16,5.292153929
6983,Nov-16,5.931812567
6984,Nov-16,4.292650699
6986,Nov-16,5.747135172
6990,Nov-16,5.58413701
6993,Nov-16,5.836040761
6998,Nov-16,6.405333138
7001,Nov-16,6.140861842
7007,Nov-16,5.292153929
7008,Nov-16,4.723016822
7009,Nov-16,6.445431881
7010,Nov-16,5.405415974
7012,Nov-16,6.425705932
7015,Nov-16,5.722768363
7020,Nov-16,4.292650699
7028,Nov-16,6.405333138
7036,Nov-16,4.292650699
7045,Nov-16,5.722768363
7047,Nov-16,5.722768363
7067,Nov-16,3.975670565
7069,Nov-16,5.722768363
7094,Nov-16,4.974842946
7104,Nov-16,5.292153929
7105,Nov-16,5.54404215
7110,Nov-16,6.212630577
7111,Nov-16,5.97467729
7124,Nov-16,5.657311097
7127,Nov-16,6.153413856
7129,Nov-16,6.014774739
7132,Nov-16,5.153538105
7135,Nov-16,6.153413856
7137,Nov-16,4.931990053
7140,Nov-16,3.975670565
7141,Nov-16,5.292153929
7142,Nov-16,6.048775163
7154,Nov-16,6.240248782
7156,Nov-16,6.153413856
7160,Nov-16,4.292650699
7173,Nov-16,5.153538105
7187,Nov-16,6.05244065
7194,Nov-16,5.836040761
7195,Nov-16,5.240356826
7196,Nov-16,5.931812567
7199,Nov-16,5.405415974
7201,Nov-16,3.862594545
7204,Nov-16,6.684274102
7209,Nov-16,4.723016822
7238,Nov-16,6.153413856
7240,Nov-16,5.836040761
7242,Nov-16,4.292650699
7243,Nov-16,4.292650699
7244,Nov-16,4.544373396
7245,Nov-16,5.722768363
7247,Nov-16,6.722718659
7254,Nov-16,4.723016822
7266,Nov-16,5.501180385
7271,Nov-16,5.722768363
7275,Nov-16,5.657311097
7285,Nov-16,5.657311097
7295,Nov-16,5.362555688
7296,Nov-16,4.292650699
7299,Nov-16,5.722768363
7301,Nov-16,4.836247821
7309,Nov-16,5.690901317
7310,Nov-16,4.909401781
7316,Nov-16,5.226703564
7317,Nov-16,5.405415974
7318,Nov-16,5.722768363
7319,Nov-16,6.584074882
7321,Nov-16,4.974842946
7326,Nov-16,5.316518349
7332,Nov-16,5.501180385
7333,Nov-16,5.226703564
7336,Nov-16,5.97467729
7349,Nov-16,6.464550799
7352,Nov-16,5.584137011
7353,Nov-16,5.931812567
7365,Nov-16,6.518612438
7369,Nov-16,5.483172026
7371,Nov-16,5.153538105
7378,Nov-16,6.121545176
7389,Nov-16,4.974842946
7400,Nov-16,4.584447562
7403,Nov-16,5.405415974
7408,Nov-16,3.862594545
7410,Nov-16,5.501180385
7411,Nov-16,4.292650699
7412,Nov-16,6.501109382
7413,Nov-16,7.153389004
7415,Nov-16,4.723016822
7419,Nov-16,6.584074882
7422,Nov-16,4.753317069
7424,Nov-16,4.544373396
7430,Nov-16,5.292153929
7431,Nov-16,4.292650699
7439,Nov-16,6.584074882
7447,Nov-16,5.292153929
7477,Nov-16,6.240248782
7481,Nov-16,6.279502387
7482,Nov-16,5.405415974
7485,Nov-16,5.836040761
7493,Nov-16,5.781982259
7502,Nov-16,5.292153929
7505,Nov-16,4.154158974
7506,Nov-16,5.97467729
7508,Nov-16,5.836040761
7509,Nov-16,5.45514134
7511,Nov-16,5.722768363
7515,Nov-16,5.836040761
7522,Nov-16,4.292650699
7525,Nov-16,6.153413856
7529,Nov-16,4.974842946
7531,Nov-16,5.292153929
7532,Nov-16,5.501180385
7535,Nov-16,5.657311097
7536,Nov-16,5.292153929
7544,Nov-16,5.153538105
7547,Nov-16,5.931812567
7555,Nov-16,6.895217943
7556,Nov-16,5.722768363
7557,Nov-16,4.723016822
7569,Nov-16,6.584074882
7573,Nov-16,6.358013062
7584,Nov-16,6.292054527
7589,Nov-16,6.153413856
7598,Nov-16,5.501180385
7599,Nov-16,5.97467729
7605,Nov-16,3.862594545
7630,Nov-16,4.723016822
7634,Nov-16,4.154158974
7648,Nov-16,5.722768363
7649,Nov-16,5.584137011
7650,Nov-16,5.58413701
7658,Nov-16,6.192540403
7660,Nov-16,5.621800638
7661,Nov-16,6.153413856
7666,Nov-16,6.599416886
7669,Nov-16,6.153413856
7673,Nov-16,5.351362178
7676,Nov-16,6.83599934
7678,Nov-16,5.722768363
7685,Nov-16,6.087953139
7711,Nov-16,5.405415974
7715,Nov-16,6.059707383
7723,Nov-16,5.781982259
7725,Nov-16,4.544373396
7732,Nov-16,6.153413856
7733,Nov-16,5.501180385
7734,Nov-16,6.153413856
7743,Nov-16,5.527250561
7744,Nov-16,6.153413856
7747,Nov-16,6.483098934
7751,Nov-16,5.657311097
7753,Nov-16,4.809815297
7758,Nov-16,5.657311097
7761,Nov-16,6.722718659
7766,Nov-16,5.885770109
7773,Nov-16,4.723016822
7779,Nov-16,6.292054527
7784,Nov-16,5.415684509
7789,Nov-16,5.722768363
7814,Nov-16,5.836040761
7834,Nov-16,5.781982259
7837,Nov-16,6.206956505
7841,Nov-16,6.014774739
7842,Nov-16,5.885770109
7845,Nov-16,4.974842946
7846,Nov-16,5.54404215
7850,Nov-16,3.862594545
7852,Nov-16,4.723016822
7859,Nov-16,5.45514134
7860,Nov-16,6.956998806
7861,Nov-16,5.97467729
7872,Nov-16,5.45514134
7873,Nov-16,5.405415974
7874,Nov-16,5.501180385
7881,Nov-16,4.723016822
7883,Nov-16,4.974842946
7884,Nov-16,5.501180385
7886,Nov-16,4.292650699
7887,Nov-16,4.544373396
7890,Nov-16,6.292054527
7892,Nov-16,5.501180385
7901,Nov-16,5.405415974
7907,Nov-16,6.425705932
7915,Nov-16,6.014774739
7928,Nov-16,5.885770109
