uid,age,sex,active_date,limited
6130,35,1,2015/12/31,5.97467729
17584,40,1,2016/5/3,6.153413856
37269,30,1,2016/3/8,5.292153929
83377,35,1,2015/12/31,6.292054527
70444,40,1,2015/12/27,6.292054527
37292,30,2,2016/3/14,5.292153929
49390,25,1,2016/6/30,5.292153929
56353,30,1,2016/6/18,5.97467729
18435,40,2,2015/12/6,6.292054527
71007,25,1,2015/12/2,6.153413856
61395,45,1,2016/3/17,6.292054527
37135,30,1,2016/6/16,5.97467729
85027,40,1,2016/2/1,6.292054527
48185,40,1,2016/1/15,6.153413856
33518,30,2,2016/6/11,6.292054527
73359,35,1,2015/12/3,6.292054527
39167,40,1,2016/4/16,6.292054527
13083,25,1,2016/6/16,6.292054527
21813,35,1,2016/2/9,5.722768363
36137,35,1,2016/1/31,5.292153929
30521,30,2,2016/2/24,6.292054527
44277,30,1,2016/4/15,6.292054527
7405,25,1,2016/5/17,5.97467729
770,30,1,2016/4/20,5.97467729
18413,30,1,2016/3/16,5.97467729
33820,40,1,2016/6/28,6.292054527
31447,35,1,2016/4/21,6.292054527
87745,30,1,2016/5/7,5.722768363
48423,45,1,2016/4/18,6.292054527
6326,35,1,2016/1/28,6.292054527
48750,30,2,2016/1/29,5.722768363
41513,35,1,2016/2/6,5.292153929
985,30,1,2016/1/28,5.292153929
3670,25,1,2016/2/25,6.292054527
19203,30,2,2016/6/28,6.292054527
2101,35,1,2016/1/29,6.292054527
62381,40,1,2016/2/1,6.292054527
12604,35,1,2016/4/20,6.292054527
89731,45,1,2016/2/2,6.292054527
68031,35,1,2016/4/14,5.97467729
49165,30,2,2015/12/17,5.97467729
2681,40,2,2016/1/28,5.722768363
20797,25,1,2016/3/10,5.97467729
15756,35,1,2016/5/15,6.292054527
60366,30,1,2015/12/7,5.97467729
70781,45,1,2016/1/1,6.153413856
38400,30,1,2016/4/21,5.97467729
68809,30,1,2016/6/20,6.153413856
22408,30,1,2016/5/11,5.292153929
77891,30,1,2015/12/8,6.292054527
61280,25,1,2016/4/20,5.722768363
21327,30,2,2016/2/1,5.722768363
75779,35,1,2016/4/22,5.722768363
31708,40,1,2016/3/17,5.97467729
35212,30,1,2015/12/20,5.97467729
79593,30,1,2016/1/1,6.292054527
51025,35,1,2016/6/6,5.97467729
44400,30,1,2016/4/28,6.292054527
3314,30,1,2016/5/21,5.97467729
32089,35,1,2016/3/16,5.722768363
15157,25,1,2016/3/17,5.722768363
31015,25,1,2015/12/17,5.97467729
56919,25,1,2016/5/25,5.722768363
81963,35,1,2015/12/17,5.722768363
11676,35,1,2016/3/23,5.722768363
17798,25,1,2016/3/29,5.292153929
86929,30,1,2016/6/16,6.292054527
69278,30,1,2016/1/23,5.97467729
48436,45,1,2016/1/27,5.722768363
14684,25,1,2016/4/20,6.292054527
27010,40,1,2016/2/15,5.97467729
75990,30,2,2016/3/12,5.292153929
75517,25,1,2016/4/20,6.292054527
23368,25,1,2016/4/22,6.292054527
86677,25,1,2016/6/24,5.292153929
28651,25,1,2016/2/16,5.292153929
59334,35,1,2016/5/10,5.292153929
40151,30,2,2016/3/31,5.722768363
45332,30,1,2016/6/17,5.292153929
13654,40,1,2015/12/18,6.292054527
9401,25,1,2016/6/1,6.153413856
76496,35,1,2016/6/16,5.97467729
36763,40,1,2016/4/26,5.722768363
39354,30,1,2016/1/28,5.292153929
793,25,1,2016/2/8,5.722768363
73192,40,1,2016/5/17,6.153413856
2368,35,1,2015/12/2,5.292153929
9238,35,1,2015/12/3,5.722768363
42657,30,1,2015/12/17,5.97467729
32637,30,1,2016/1/9,5.97467729
66675,30,2,2016/6/21,5.97467729
7145,45,1,2016/4/27,6.292054527
65040,30,1,2016/2/18,5.292153929
47158,30,1,2016/3/2,5.722768363
72590,30,1,2016/4/2,6.153413856
46848,35,1,2016/1/28,5.97467729
75581,35,1,2016/1/12,6.153413856
81902,30,1,2016/1/9,6.292054527
88842,35,2,2016/3/30,5.97467729
29932,40,2,2016/2/22,6.153413856
66753,35,2,2016/6/24,6.292054527
89020,40,1,2016/4/22,5.97467729
71634,30,2,2016/2/9,5.97467729
62171,35,1,2016/4/21,6.153413856
42955,40,2,2016/6/22,5.292153929
16389,30,2,2016/5/3,5.97467729
66197,30,1,2016/4/23,5.97467729
25648,35,1,2015/12/9,6.153413856
71033,35,1,2016/5/19,5.292153929
7861,30,1,2016/3/28,5.722768363
31974,35,1,2016/4/20,5.97467729
66349,40,1,2016/3/14,6.153413856
16630,25,1,2016/4/20,6.292054527
23597,30,1,2016/4/30,6.292054527
38965,35,1,2016/5/2,6.292054527
22181,30,2,2016/4/26,6.292054527
62110,40,1,2016/2/16,6.292054527
1226,30,1,2016/2/21,5.97467729
63335,30,2,2015/12/27,5.97467729
76582,30,1,2016/4/22,5.292153929
79661,35,1,2016/5/7,5.97467729
54844,25,1,2016/5/20,5.292153929
22819,40,1,2016/2/4,6.153413856
1866,35,1,2015/12/31,6.153413856
23704,25,1,2016/4/20,5.722768363
80972,30,1,2016/6/8,6.292054527
21226,35,2,2016/6/16,5.292153929
18185,30,1,2016/3/29,5.292153929
84603,35,1,2015/12/28,6.153413856
56089,30,1,2016/2/16,5.292153929
21737,35,1,2016/4/24,6.292054527
70500,40,2,2016/5/25,5.292153929
63497,30,1,2016/6/2,5.97467729
58289,35,1,2016/1/28,5.722768363
6451,30,1,2015/12/18,5.722768363
35967,40,1,2016/6/6,5.97467729
49782,35,1,2016/4/30,5.722768363
24290,40,1,2016/4/23,6.292054527
4161,30,2,2015/12/23,6.153413856
34612,40,1,2016/5/25,6.292054527
31557,45,1,2016/2/9,6.292054527
47054,35,1,2016/3/3,5.97467729
60685,30,1,2016/6/22,6.292054527
15582,35,1,2015/12/22,5.97467729
82601,25,1,2016/3/22,5.292153929
20484,45,1,2016/3/16,6.153413856
12807,40,2,2016/5/4,6.292054527
73052,35,1,2016/5/29,5.97467729
10715,30,1,2016/4/28,6.292054527
84510,50,1,2015/12/21,6.292054527
6935,35,1,2016/1/3,6.292054527
25985,30,1,2016/6/23,6.292054527
72776,35,1,2016/6/16,5.97467729
20271,35,1,2015/12/10,6.292054527
22007,35,1,2016/1/28,6.292054527
51963,30,1,2016/2/25,6.153413856
82218,30,1,2016/5/8,6.292054527
24543,40,1,2016/1/6,6.292054527
72663,30,1,2016/6/22,6.292054527
66869,40,1,2015/12/26,6.292054527
50320,35,1,2016/2/16,5.292153929
18144,40,1,2016/2/17,5.97467729
47929,30,1,2016/1/28,5.97467729
23495,30,1,2016/2/2,5.97467729
60343,30,1,2016/3/21,5.722768363
65758,30,1,2016/5/13,6.292054527
40066,35,1,2016/3/17,6.153413856
4134,30,1,2016/4/14,6.292054527
84549,25,1,2016/6/19,5.292153929
60838,30,2,2015/12/3,6.292054527
46054,35,1,2016/6/8,6.153413856
54633,40,1,2016/5/1,6.292054527
73776,40,1,2016/6/15,6.292054527
50853,40,2,2016/1/2,6.292054527
6711,30,1,2015/12/23,6.292054527
69564,50,1,2016/4/28,6.292054527
26303,35,1,2015/12/31,6.153413856
43591,35,1,2015/12/21,5.722768363
28794,30,1,2016/2/12,5.722768363
8380,25,1,2016/6/22,6.292054527
16363,30,1,2016/6/13,6.292054527
42664,30,2,2016/6/15,6.292054527
15694,35,1,2016/6/18,5.97467729
47519,35,1,2016/2/16,5.97467729
34498,30,1,2016/6/25,6.153413856
29176,30,1,2016/2/14,5.722768363
79331,30,1,2016/6/14,5.292153929
67808,35,1,2016/2/16,5.97467729
82246,35,1,2016/1/7,5.97467729
24222,30,1,2016/3/11,5.722768363
45410,30,1,2016/4/29,5.292153929
64626,35,1,2016/1/14,6.292054527
49859,25,1,2016/3/15,5.292153929
80582,25,1,2015/12/4,6.292054527
21440,35,1,2015/12/30,6.292054527
45458,35,1,2016/1/28,5.97467729
25328,25,1,2016/5/21,5.292153929
67829,25,1,2016/1/28,5.292153929
12407,35,1,2015/12/31,6.292054527
24443,40,1,2016/5/8,6.292054527
32256,50,1,2016/1/28,6.292054527
68231,30,2,2016/5/21,6.292054527
29526,35,1,2016/3/17,6.153413856
56349,35,1,2016/4/24,5.97467729
50061,25,1,2016/4/19,5.722768363
47095,45,1,2016/6/16,5.97467729
19173,30,1,2016/1/10,6.292054527
8639,30,1,2016/1/29,5.97467729
59677,30,1,2016/6/5,5.97467729
9686,30,1,2016/2/2,5.97467729
38877,30,1,2016/5/8,5.292153929
62053,25,1,2016/6/14,6.153413856
37219,25,1,2015/12/17,5.97467729
35770,25,1,2016/6/13,6.292054527
45022,20,1,2016/6/22,5.292153929
45904,40,1,2016/1/9,5.722768363
83674,25,1,2016/4/26,5.722768363
86766,40,1,2015/12/18,5.97467729
13756,30,1,2016/2/12,5.292153929
47633,25,2,2016/2/12,5.292153929
77335,30,2,2016/6/14,5.292153929
52992,30,2,2016/1/2,6.153413856
16163,30,1,2016/1/27,5.722768363
68793,30,1,2016/6/19,6.153413856
6190,30,1,2016/5/6,5.97467729
44778,35,2,2016/6/16,5.97467729
85091,35,1,2015/12/30,5.97467729
20294,35,1,2016/2/9,5.722768363
30137,25,1,2016/6/21,5.722768363
785,40,1,2016/1/13,6.153413856
16428,35,1,2016/1/28,5.292153929
68561,30,1,2016/1/27,5.97467729
53942,25,1,2016/4/29,5.292153929
989,40,1,2016/1/27,6.292054527
29109,25,1,2016/4/21,5.722768363
58681,35,2,2016/2/29,5.722768363
54518,30,1,2016/6/16,5.97467729
35571,35,1,2015/12/31,5.97467729
15745,30,2,2016/3/23,5.97467729
34711,30,1,2016/3/15,6.153413856
40872,25,1,2016/4/16,6.292054527
89541,30,1,2015/12/21,5.97467729
3086,30,2,2016/3/14,5.292153929
57530,35,2,2016/6/14,6.292054527
85625,30,1,2015/12/5,6.292054527
74093,40,1,2015/12/17,6.292054527
60820,30,1,2016/2/18,5.292153929
7060,35,1,2016/3/28,5.722768363
4689,25,1,2016/6/17,5.292153929
77086,25,1,2016/2/16,5.722768363
90300,35,1,2016/1/28,5.97467729
5094,30,1,2016/1/28,5.97467729
59327,25,1,2015/12/2,5.722768363
87740,35,1,2016/6/5,6.292054527
6452,35,1,2016/5/19,5.97467729
55970,30,1,2015/12/7,6.292054527
9497,25,2,2016/4/21,5.97467729
28252,30,1,2016/4/30,5.722768363
54836,25,1,2016/3/12,5.292153929
2997,30,1,2016/3/12,6.153413856
33783,40,1,2016/5/21,5.97467729
61922,35,1,2016/4/14,5.97467729
77467,35,1,2016/3/17,6.292054527
60360,30,1,2016/2/4,5.97467729
89216,30,2,2016/3/30,5.292153929
83079,40,2,2016/4/20,5.722768363
72795,30,2,2016/3/6,6.292054527
52188,40,1,2016/5/7,5.292153929
78137,25,1,2016/4/20,5.97467729
2072,40,1,2016/2/17,6.153413856
77892,30,1,2016/2/8,5.722768363
20777,40,2,2016/2/6,6.292054527
3366,45,1,2015/12/17,6.292054527
88792,35,1,2016/2/2,5.97467729
19368,40,1,2016/5/22,5.292153929
56731,35,1,2016/1/29,6.292054527
12760,30,2,2016/2/18,6.292054527
62553,30,1,2016/5/20,6.292054527
59617,40,1,2015/12/28,6.292054527
90640,25,1,2016/6/9,5.722768363
49677,35,2,2015/12/28,6.292054527
52661,45,1,2016/3/22,6.153413856
42872,25,1,2016/5/22,5.722768363
31266,40,1,2015/12/22,6.292054527
66612,45,1,2016/4/7,5.722768363
74002,30,1,2016/6/28,5.97467729
32929,35,1,2016/2/7,5.97467729
56455,30,1,2016/1/28,6.153413856
47157,35,1,2016/6/7,5.722768363
13770,35,1,2016/3/29,5.292153929
37199,35,1,2015/12/6,6.153413856
13816,35,1,2015/12/17,6.292054527
87234,30,1,2016/1/28,5.97467729
65791,35,1,2016/2/11,5.722768363
32141,35,1,2016/1/17,5.97467729
2726,50,1,2016/3/15,6.292054527
71289,30,1,2016/6/15,6.292054527
80072,30,1,2015/12/17,6.292054527
18448,25,1,2016/6/16,6.292054527
20419,30,1,2016/5/21,6.153413856
7088,45,1,2016/1/25,6.292054527
12688,25,1,2016/6/8,5.292153929
75976,35,1,2016/1/28,5.722768363
14568,35,1,2015/12/4,6.292054527
60194,40,2,2016/5/10,5.97467729
59175,25,1,2016/4/24,5.722768363
54155,35,1,2016/5/23,6.292054527
83181,30,1,2016/2/9,5.722768363
47216,35,2,2016/6/24,5.722768363
26563,30,1,2016/3/29,5.722768363
67385,30,1,2016/3/17,6.153413856
26439,35,1,2016/2/1,5.292153929
7046,35,1,2016/3/28,5.722768363
46391,25,2,2016/4/20,6.153413856
51009,25,1,2016/5/23,5.292153929
34383,30,1,2016/6/16,5.292153929
11275,25,1,2016/1/27,5.292153929
35933,35,1,2016/2/1,5.97467729
8717,30,1,2016/5/11,6.292054527
41576,25,1,2016/1/1,5.292153929
57053,25,1,2016/5/31,5.292153929
47340,25,1,2016/1/1,5.722768363
66607,30,1,2016/4/5,5.722768363
85994,35,1,2015/12/17,6.292054527
35459,25,1,2015/12/17,5.722768363
67113,25,2,2016/4/6,5.292153929
42599,40,1,2016/6/21,6.153413856
18719,35,2,2016/4/21,6.153413856
17277,30,1,2015/12/2,5.722768363
36960,30,1,2016/5/28,5.722768363
1267,25,1,2016/6/24,5.292153929
76701,25,1,2016/4/20,5.97467729
17810,40,1,2016/6/1,5.97467729
49106,40,1,2016/5/31,5.97467729
57946,30,1,2015/12/17,5.722768363
83496,25,1,2016/6/22,5.292153929
28003,30,1,2016/5/4,6.292054527
6082,30,1,2016/6/15,6.292054527
36074,35,1,2016/1/10,5.292153929
55926,25,1,2016/6/27,6.292054527
109,30,1,2016/6/29,5.292153929
17863,35,1,2015/12/17,5.97467729
28427,25,1,2016/6/27,5.292153929
44450,40,1,2016/6/4,6.292054527
1087,35,1,2015/12/16,6.292054527
20575,35,1,2016/1/28,5.722768363
14645,40,1,2016/5/17,5.97467729
71986,30,1,2016/5/9,5.97467729
57167,30,1,2016/6/16,5.722768363
90512,35,1,2016/2/3,5.97467729
9462,35,1,2016/5/28,6.292054527
36210,45,1,2016/2/17,6.153413856
51337,45,1,2015/12/2,6.292054527
27055,35,1,2016/4/15,5.292153929
32349,35,1,2016/2/1,5.722768363
68124,40,1,2015/12/25,5.97467729
53368,30,1,2016/6/16,5.292153929
38181,35,1,2016/1/28,5.97467729
55899,45,1,2016/6/6,5.722768363
17181,30,1,2016/1/28,6.292054527
18175,30,1,2016/3/29,5.722768363
74205,30,2,2016/4/26,6.292054527
34130,35,1,2016/6/22,6.292054527
75346,45,1,2016/1/3,6.292054527
19280,35,1,2016/2/7,5.292153929
65634,30,1,2015/12/3,6.292054527
6626,40,1,2016/1/6,6.292054527
68137,30,1,2016/6/1,6.292054527
72987,25,1,2016/4/21,6.153413856
62645,35,2,2015/12/30,6.292054527
87673,30,2,2016/2/8,5.722768363
46032,30,1,2016/2/7,5.97467729
48154,35,1,2016/3/22,6.153413856
76276,35,1,2016/2/14,6.292054527
43796,30,1,2016/1/16,6.153413856
18879,40,1,2016/2/2,6.292054527
23707,40,1,2016/1/28,5.292153929
83175,45,1,2016/3/1,5.722768363
85326,30,2,2016/1/15,5.722768363
10543,30,1,2016/3/12,5.292153929
43547,30,1,2016/4/21,5.292153929
86105,45,1,2016/3/23,5.722768363
59563,30,1,2016/3/19,6.153413856
36597,25,2,2016/3/22,5.292153929
2616,35,1,2016/3/22,5.292153929
67048,35,1,2016/2/25,5.292153929
45801,30,1,2016/4/15,5.97467729
70423,45,1,2016/3/22,6.153413856
41750,35,1,2016/1/21,6.292054527
33398,35,1,2016/5/24,5.97467729
12998,30,2,2016/6/28,5.292153929
70360,45,1,2015/12/26,6.292054527
86388,35,1,2016/2/3,6.292054527
44838,30,1,2016/5/16,5.292153929
37883,30,1,2016/6/16,6.292054527
61243,25,1,2016/5/21,5.97467729
79452,25,1,2015/12/2,6.292054527
10552,45,1,2016/1/27,5.722768363
59944,40,1,2016/5/22,5.722768363
9877,30,1,2016/3/20,5.97467729
88360,45,2,2016/6/16,6.292054527
21685,40,1,2015/12/3,5.97467729
18098,30,1,2015/12/19,6.292054527
8347,30,1,2016/5/6,6.292054527
33844,30,2,2016/6/6,6.153413856
11809,35,2,2016/1/19,5.97467729
38805,30,1,2016/5/2,6.292054527
38432,35,1,2016/5/30,5.97467729
88579,35,1,2016/4/20,6.292054527
28542,30,1,2016/6/30,6.153413856
82043,30,1,2016/2/16,5.722768363
25303,35,1,2015/12/30,5.722768363
26341,40,1,2015/12/6,5.97467729
13090,40,1,2016/2/17,5.722768363
13918,35,1,2016/5/30,6.292054527
72137,45,1,2016/2/17,6.292054527
38264,30,1,2016/5/20,5.97467729
47098,25,1,2016/6/7,5.722768363
78026,40,1,2016/5/15,6.292054527
68654,30,1,2016/5/22,5.292153929
63064,25,2,2016/3/17,5.292153929
36218,30,1,2015/12/17,5.97467729
10527,30,1,2016/2/16,6.292054527
29717,50,1,2016/1/28,6.292054527
85537,30,2,2015/12/4,6.153413856
56407,40,1,2016/6/4,5.97467729
28216,40,1,2015/12/27,6.292054527
34969,25,1,2016/3/17,5.292153929
40449,45,2,2016/6/7,5.97467729
51854,35,1,2016/4/21,5.97467729
3152,40,1,2016/2/16,5.97467729
43502,30,1,2016/5/13,5.97467729
53327,35,2,2016/6/17,5.97467729
66631,35,1,2016/5/8,5.292153929
46703,30,1,2015/12/26,6.153413856
20370,30,1,2016/2/9,5.722768363
25948,40,1,2016/5/5,6.153413856
85517,30,1,2016/2/6,6.292054527
90221,35,1,2016/4/29,5.97467729
23105,30,1,2016/6/16,5.97467729
70161,35,1,2016/6/24,5.97467729
71073,30,1,2016/5/21,6.292054527
58665,30,2,2016/5/12,5.97467729
44079,30,1,2015/12/17,5.97467729
32045,30,1,2016/2/25,5.292153929
37412,40,1,2015/12/9,5.722768363
40009,25,1,2016/6/11,5.292153929
43137,35,1,2016/4/19,5.292153929
59073,25,1,2016/5/6,5.97467729
12729,40,1,2016/2/7,5.292153929
19353,40,1,2016/1/27,6.292054527
87598,30,1,2016/3/16,5.292153929
48153,40,1,2016/5/25,5.97467729
35258,25,1,2016/3/15,6.153413856
61950,40,1,2016/2/12,5.722768363
7108,50,1,2016/2/14,5.722768363
15308,45,1,2016/3/15,5.292153929
47581,30,2,2016/3/28,5.292153929
75017,35,1,2016/6/20,5.292153929
44103,35,1,2015/12/5,6.153413856
86069,25,1,2016/2/16,5.292153929
23167,30,1,2016/6/16,6.292054527
88865,45,1,2016/5/11,6.292054527
82415,30,1,2016/4/26,5.292153929
54406,40,1,2015/12/18,6.292054527
78154,30,1,2016/5/1,5.292153929
35655,35,2,2016/4/20,5.97467729
40827,30,2,2016/1/28,5.97467729
61138,35,1,2016/4/20,5.722768363
38602,35,1,2015/12/9,6.292054527
40343,30,1,2015/12/30,5.97467729
36553,40,2,2016/5/2,5.97467729
38567,35,1,2016/2/10,6.292054527
54241,30,1,2015/12/19,5.722768363
45694,25,1,2016/5/29,5.292153929
51320,30,2,2016/3/24,6.292054527
12494,35,1,2016/5/6,6.153413856
56923,30,1,2016/1/19,5.722768363
6152,45,1,2016/5/23,6.292054527
51511,35,1,2016/2/12,5.722768363
76894,30,1,2016/1/26,5.722768363
77513,30,1,2016/5/6,5.722768363
44773,25,1,2016/1/29,5.97467729
2677,25,1,2016/5/6,6.292054527
84394,35,2,2016/5/13,5.722768363
35618,35,1,2016/5/3,6.153413856
35573,30,1,2016/1/16,6.292054527
50994,35,2,2015/12/8,6.153413856
14430,35,1,2016/1/1,5.97467729
26667,25,1,2016/1/3,5.97467729
60072,25,1,2016/1/28,5.292153929
69684,25,1,2015/12/31,5.722768363
23725,30,2,2016/5/5,5.722768363
76312,30,1,2016/4/14,6.153413856
56624,30,1,2016/5/30,5.292153929
73676,35,1,2016/1/27,6.292054527
63530,25,1,2016/4/20,5.292153929
58391,35,1,2016/6/2,5.97467729
81283,30,1,2016/5/7,5.292153929
76708,30,1,2016/4/21,5.722768363
24514,30,2,2016/4/28,5.292153929
158,25,1,2015/12/19,5.722768363
66895,30,1,2015/12/31,6.153413856
83708,30,1,2016/6/7,5.292153929
74520,40,1,2015/12/9,6.292054527
53112,30,1,2016/3/16,5.292153929
21309,30,1,2016/3/12,5.292153929
59739,40,1,2016/3/24,6.292054527
6663,35,1,2016/3/17,5.97467729
11153,30,1,2016/4/24,6.153413856
53498,30,1,2016/3/20,5.292153929
88947,30,1,2016/6/3,5.292153929
52785,30,1,2016/4/15,6.292054527
33219,30,1,2016/5/17,6.292054527
86680,40,2,2016/3/14,6.292054527
82289,45,1,2016/3/10,6.153413856
46824,35,1,2016/4/7,6.292054527
6703,35,1,2016/2/9,5.97467729
83397,25,1,2016/2/6,6.292054527
36485,30,1,2015/12/18,5.97467729
11631,35,1,2016/2/6,5.722768363
80267,40,1,2016/5/26,6.153413856
60302,30,1,2016/1/28,5.292153929
30780,30,1,2016/6/26,6.153413856
26940,35,1,2016/1/5,5.97467729
55694,25,1,2015/12/30,5.97467729
44006,25,1,2016/1/28,5.722768363
80797,30,1,2016/1/7,5.292153929
8032,40,1,2016/3/23,5.97467729
69254,35,1,2016/1/27,6.292054527
56717,30,2,2016/2/11,5.292153929
79028,40,1,2016/4/18,6.292054527
7640,30,1,2016/3/17,5.292153929
40802,25,1,2016/3/26,5.292153929
34712,40,2,2016/1/23,5.722768363
14131,35,1,2015/12/4,6.292054527
28038,35,2,2016/1/25,6.153413856
78889,35,2,2016/1/1,5.97467729
69566,40,1,2016/6/18,6.292054527
44350,30,1,2015/12/2,6.292054527
57197,40,1,2016/3/29,5.722768363
76477,30,1,2016/2/1,5.292153929
46330,35,1,2016/3/15,6.153413856
43818,45,1,2015/12/8,6.292054527
50624,35,2,2016/3/19,5.292153929
24585,35,1,2015/12/13,6.292054527
34046,30,1,2015/12/29,6.292054527
40455,40,1,2016/4/16,5.97467729
2422,30,1,2016/4/26,5.722768363
80347,35,1,2016/4/23,6.292054527
14961,30,1,2016/2/4,5.292153929
85742,30,1,2016/5/14,5.97467729
44455,35,1,2016/2/16,5.97467729
52838,25,1,2016/1/11,5.292153929
69576,40,1,2016/2/5,6.153413856
78078,25,1,2016/4/14,6.292054527
74810,30,1,2016/6/15,6.292054527
80559,30,1,2016/3/24,5.97467729
23711,25,2,2016/4/20,6.292054527
49861,30,1,2016/5/7,6.292054527
25285,30,1,2016/5/19,6.153413856
19174,35,2,2016/3/16,5.97467729
22362,35,2,2016/2/5,5.292153929
20698,25,1,2016/4/13,6.292054527
12708,30,1,2016/2/11,5.97467729
58440,40,2,2016/2/16,6.292054527
75197,45,1,2016/2/22,6.292054527
39237,30,1,2016/2/4,5.292153929
85524,40,2,2016/2/29,6.292054527
25923,25,1,2016/3/15,5.722768363
33429,35,1,2016/5/21,5.97467729
32593,30,1,2016/6/12,5.292153929
46844,35,1,2016/2/17,5.97467729
6599,35,1,2016/3/24,6.153413856
1928,45,1,2016/4/28,5.97467729
52426,30,1,2016/2/26,5.292153929
35719,25,1,2016/4/28,5.97467729
59419,30,1,2016/1/27,5.97467729
13974,25,1,2015/12/26,5.292153929
79463,30,1,2016/6/14,5.722768363
18043,30,1,2016/5/22,5.722768363
90139,30,1,2016/5/10,5.292153929
77606,30,1,2016/6/17,5.292153929
84948,35,1,2016/6/16,6.292054527
90406,35,1,2016/3/1,6.292054527
39849,35,1,2015/12/17,6.292054527
88931,25,2,2016/4/20,5.722768363
85667,25,1,2016/3/24,5.722768363
1134,25,1,2016/4/16,6.153413856
34584,30,1,2016/1/28,5.292153929
88607,40,1,2016/2/8,6.153413856
63420,30,1,2016/4/23,5.292153929
68779,30,1,2016/2/16,5.722768363
1361,35,1,2016/5/12,5.292153929
43417,35,1,2016/2/1,6.292054527
28144,30,1,2016/6/7,5.97467729
54117,35,1,2015/12/2,5.97467729
52950,30,1,2015/12/30,6.292054527
22545,30,1,2015/12/2,6.153413856
69268,45,1,2015/12/2,5.722768363
69915,35,1,2016/5/31,6.292054527
75126,30,1,2015/12/17,6.292054527
49356,30,1,2016/5/25,5.97467729
77075,35,1,2016/4/15,5.97467729
64570,35,1,2016/2/28,5.97467729
87700,35,1,2015/12/17,5.97467729
70439,35,1,2015/12/19,6.292054527
74457,30,1,2016/4/14,5.97467729
24892,40,2,2016/2/13,6.292054527
84094,40,1,2016/5/11,5.292153929
59582,30,1,2016/4/24,6.292054527
4278,35,1,2016/2/11,6.292054527
89662,40,1,2016/4/21,6.292054527
21318,35,1,2016/2/9,6.292054527
58,25,1,2016/5/20,5.722768363
50703,45,1,2016/2/21,6.292054527
19595,35,1,2015/12/20,6.292054527
62564,30,2,2016/3/29,5.292153929
89321,40,1,2016/6/15,5.722768363
4569,40,2,2016/6/19,6.292054527
44177,30,1,2015/12/17,6.292054527
51116,45,1,2015/12/28,6.292054527
46434,30,2,2016/2/10,6.153413856
76710,40,1,2016/2/16,5.97467729
34392,35,1,2015/12/29,5.97467729
85975,30,2,2016/6/20,5.97467729
75312,35,1,2015/12/19,5.97467729
63525,25,1,2016/4/25,5.292153929
51855,25,1,2016/4/29,6.292054527
62047,35,1,2016/6/20,6.292054527
76518,30,1,2016/2/8,5.97467729
53089,30,1,2016/3/15,5.722768363
37820,35,1,2016/2/16,5.722768363
64542,40,1,2016/3/21,5.97467729
15563,30,1,2016/2/2,6.292054527
54119,30,1,2015/12/3,6.292054527
16067,45,1,2016/1/18,6.153413856
32318,25,1,2016/6/30,6.153413856
14737,35,2,2016/6/15,5.97467729
49255,30,2,2016/1/28,5.722768363
86596,35,2,2015/12/2,6.292054527
90463,35,1,2016/2/10,5.292153929
28662,25,1,2015/12/17,6.292054527
51367,30,1,2016/6/22,6.153413856
38331,50,1,2016/2/4,5.722768363
8172,35,1,2016/2/16,5.292153929
62949,35,1,2016/1/16,6.153413856
23399,35,1,2016/1/15,6.292054527
76898,35,1,2015/12/6,6.292054527
12186,25,1,2016/6/16,5.292153929
74192,30,1,2016/6/22,5.292153929
81681,30,1,2016/6/17,5.97467729
22875,35,2,2016/5/21,6.292054527
80556,30,1,2016/1/23,5.722768363
52990,25,1,2016/5/3,6.292054527
23223,45,1,2016/1/27,5.292153929
89695,30,1,2016/2/9,5.722768363
85203,35,1,2016/2/7,5.97467729
23272,25,2,2016/2/4,5.722768363
14544,30,1,2016/5/11,5.292153929
77239,30,1,2016/4/15,5.292153929
86173,30,1,2016/2/9,5.97467729
62803,35,1,2016/3/19,6.153413856
73360,35,1,2016/4/24,6.292054527
82791,30,1,2016/4/22,5.292153929
58533,25,1,2016/6/10,5.722768363
72574,30,2,2015/12/27,6.292054527
66128,35,1,2016/4/20,6.292054527
72050,35,1,2016/2/2,6.153413856
75567,25,1,2015/12/17,5.97467729
49060,40,1,2016/2/16,5.722768363
10330,30,2,2016/1/4,6.292054527
82335,30,1,2016/5/16,5.292153929
16899,35,1,2016/5/3,6.292054527
90697,40,1,2016/4/22,5.97467729
47514,35,2,2016/4/4,5.97467729
23232,25,1,2016/3/15,5.722768363
18190,35,1,2016/6/24,6.153413856
13463,25,1,2016/3/17,6.153413856
90776,35,1,2016/3/20,6.153413856
56047,40,1,2016/2/28,6.153413856
76373,50,1,2016/1/10,5.722768363
35722,30,2,2016/6/7,5.97467729
10979,35,1,2016/2/1,5.722768363
40045,30,1,2016/2/2,6.292054527
66436,35,1,2016/1/6,5.292153929
71733,35,1,2016/1/30,5.97467729
49114,30,1,2016/5/17,5.97467729
76336,35,2,2016/4/30,6.292054527
61114,30,2,2016/2/20,5.722768363
67084,30,1,2015/12/31,6.292054527
87651,35,2,2016/3/15,5.722768363
26544,40,2,2016/3/16,5.292153929
50764,25,1,2016/4/16,5.722768363
90772,30,2,2016/2/11,5.97467729
10771,45,1,2016/5/21,6.153413856
48906,40,1,2016/3/11,6.153413856
11407,35,1,2016/5/6,5.292153929
23945,40,1,2016/3/13,5.292153929
