uid,click_time,pid,param
72020,2016/10/4 14:06,4,1
72020,2016/10/4 14:07,4,1
74690,2016/10/4 14:07,1,40
74690,2016/10/4 14:07,1,19
55300,2016/10/4 14:08,2,5
56188,2016/10/4 14:07,8,1
56188,2016/10/4 14:08,8,3
20196,2016/10/4 14:07,10,28
79444,2016/10/4 14:08,2,4
40020,2016/10/4 14:08,8,1
32884,2016/10/4 14:08,10,16
53581,2016/10/4 14:08,10,30
41309,2016/10/4 14:08,10,16
76126,2016/10/4 14:08,8,1
39398,2016/10/4 14:08,7,2
19955,2016/10/4 14:09,8,1
84213,2016/10/4 14:09,10,28
32884,2016/10/4 14:09,8,1
78289,2016/10/4 14:16,10,16
84213,2016/10/4 14:09,8,1
59999,2016/10/4 14:10,8,1
67352,2016/10/4 0:37,10,16
54529,2016/10/4 14:10,10,28
74126,2016/10/2 11:58,8,1
23532,2016/10/4 14:11,10,16
7005,2016/10/4 14:09,1,19
7005,2016/10/4 14:09,1,45
69623,2016/10/4 14:11,10,16
9939,2016/10/4 14:11,10,16
57417,2016/10/4 14:12,1,45
27135,2016/10/4 14:12,10,28
34855,2016/10/4 14:11,10,16
34855,2016/10/4 14:11,10,28
87057,2016/10/4 14:12,10,16
74854,2016/10/4 14:12,10,16
78289,2016/10/4 14:17,10,16
19523,2016/10/4 14:13,10,16
19523,2016/10/4 14:13,10,28
12733,2016/10/4 14:13,8,1
62482,2016/10/4 14:14,2,4
2798,2016/10/4 14:13,10,16
16758,2016/10/4 14:16,10,33
16758,2016/10/4 14:16,10,30
60563,2016/10/4 14:15,8,2
57957,2016/10/4 14:15,10,28
70052,2016/10/4 14:14,8,1
70052,2016/10/4 14:14,2,4
70052,2016/10/4 14:14,2,6
66167,2016/10/3 14:14,6,1
40889,2016/10/4 14:15,10,28
78118,2016/10/4 14:15,8,1
5037,2016/10/4 14:15,8,3
5037,2016/10/4 14:15,8,1
36480,2016/10/4 14:16,3,16
36480,2016/10/4 14:16,10,16
87152,2016/10/4 14:16,8,1
18746,2016/10/4 14:15,10,28
74093,2016/10/4 14:16,10,16
1982,2016/10/4 14:15,1,26
1982,2016/10/4 14:15,1,45
45247,2016/10/4 14:16,4,1
64109,2016/10/4 14:16,10,28
59909,2016/10/4 14:12,2,6
71756,2016/10/4 14:16,10,20
66816,2016/10/4 14:16,10,29
45383,2016/10/4 9:17,8,1
84447,2016/10/4 14:16,6,5
27447,2016/10/4 14:17,8,3
6120,2016/10/4 14:17,10,16
37017,2016/10/4 14:17,8,1
68439,2016/10/4 14:17,10,26
68439,2016/10/4 14:18,10,26
38017,2016/10/4 14:16,10,28
67182,2016/10/4 14:17,4,1
88874,2016/10/4 14:18,10,26
11873,2016/10/4 14:17,1,19
11873,2016/10/4 14:17,1,7
45383,2016/10/4 14:17,10,28
45383,2016/10/4 14:18,10,28
1982,2016/10/4 14:18,1,19
1982,2016/10/4 14:18,1,45
47721,2016/10/4 8:56,5,10
81205,2016/10/4 14:18,8,1
60468,2016/10/4 14:18,5,10
80827,2016/10/4 14:19,10,28
49006,2016/10/4 14:18,10,16
28528,2016/10/4 14:17,1,19
49389,2016/10/4 14:19,10,16
89692,2016/10/4 14:19,10,16
60468,2016/10/4 14:19,1,30
61289,2016/10/4 14:20,8,1
60377,2016/10/3 0:15,10,28
19905,2016/10/4 14:20,2,5
55648,2016/10/4 14:21,9,1
53938,2016/10/4 14:06,10,28
52489,2016/10/4 14:21,10,16
82213,2016/10/4 14:21,10,30
46348,2016/10/4 14:22,10,30
2604,2016/10/4 14:21,8,1
22424,2016/10/4 14:22,10,16
55648,2016/10/4 14:22,9,3
55648,2016/10/4 14:21,9,2
55648,2016/10/4 14:21,9,1
2604,2016/10/4 14:22,6,1
73920,2016/10/4 14:22,10,28
10770,2016/10/4 14:23,10,30
50736,2016/10/4 14:22,8,1
13514,2016/10/3 7:41,6,5
90890,2016/10/4 7:41,7,4
25201,2016/10/4 14:22,10,30
25201,2016/10/4 14:22,10,30
25617,2016/10/4 14:22,10,28
39398,2016/10/4 14:23,6,5
62080,2016/10/4 14:23,10,28
64430,2016/10/2 21:31,10,16
87992,2016/10/4 14:24,10,28
63378,2016/10/4 14:24,6,5
48390,2016/10/4 14:24,10,16
70768,2016/10/4 14:24,10,30
46348,2016/10/4 14:24,10,30
48390,2016/10/4 14:24,10,16
29473,2016/10/4 14:24,10,30
67519,2016/10/4 14:25,10,16
19423,2016/10/4 14:24,10,33
47909,2016/10/4 14:25,10,30
42165,2016/10/4 14:25,1,44
38355,2016/10/4 14:25,10,16
68603,2016/10/4 14:26,10,28
59255,2016/10/4 14:24,10,28
68603,2016/10/4 14:26,10,16
78491,2016/10/4 14:27,8,1
37412,2016/10/4 14:26,6,3
37412,2016/10/4 14:26,1,30
39398,2016/10/4 14:25,8,1
64322,2016/10/4 14:27,10,30
79357,2016/10/4 14:26,10,16
21476,2016/10/4 14:27,10,30
59255,2016/10/4 14:28,2,4
69967,2016/10/4 14:27,8,3
88500,2016/10/4 14:28,8,1
88500,2016/10/4 14:28,8,3
88500,2016/10/4 14:28,8,1
89143,2016/10/3 9:12,2,6
71523,2016/10/4 14:28,8,1
45608,2016/10/4 14:28,10,28
52,2016/10/4 14:26,10,30
53424,2016/10/4 14:28,8,1
39275,2016/10/4 14:28,10,16
40957,2016/10/4 14:29,10,16
3398,2016/10/4 14:15,1,34
89143,2016/10/4 14:29,10,16
29046,2016/10/4 14:29,8,1
36736,2016/10/4 14:30,10,26
6494,2016/10/4 14:30,8,1
64322,2016/10/4 14:30,9,3
12717,2016/10/4 13:23,10,16
80132,2016/10/4 14:31,10,16
39398,2016/10/4 14:30,7,9
46787,2016/10/4 14:31,10,16
46787,2016/10/4 14:32,10,16
46787,2016/10/4 14:31,10,28
77227,2016/10/4 14:31,7,8
77227,2016/10/4 14:32,10,30
76347,2016/10/4 14:32,10,16
46888,2016/10/4 14:32,10,28
59084,2016/10/4 14:22,8,1
69139,2016/10/4 14:28,10,28
69139,2016/10/4 14:29,10,28
69139,2016/10/4 14:28,10,28
69139,2016/10/4 14:29,10,28
65473,2016/10/4 14:33,10,16
60662,2016/10/4 14:33,9,2
84507,2016/10/4 14:32,9,1
64322,2016/10/4 14:33,9,3
32078,2016/10/4 14:33,10,16
70937,2016/10/4 14:33,6,5
60662,2016/10/4 14:33,9,3
19960,2016/10/4 14:34,10,31
19960,2016/10/4 14:34,10,31
39534,2016/10/4 14:33,10,16
55794,2016/10/4 14:34,10,28
11761,2016/10/4 14:34,2,6
64302,2016/10/4 14:34,10,16
28528,2016/10/4 14:33,1,45
53383,2016/10/4 13:49,10,16
41861,2016/10/4 14:34,10,16
41861,2016/10/4 14:34,10,16
46888,2016/10/4 14:35,10,16
79876,2016/10/4 14:33,10,30
46348,2016/10/4 14:34,10,16
48550,2016/10/4 14:34,8,1
72329,2016/10/4 14:36,8,1
32294,2016/10/4 14:36,10,28
32294,2016/10/4 14:36,10,16
64322,2016/10/4 14:36,10,31
20288,2016/10/4 14:34,8,1
35128,2016/10/4 14:37,10,28
35128,2016/10/4 14:37,10,28
26269,2016/10/4 14:37,6,1
88199,2016/10/4 14:37,10,16
27128,2016/10/4 14:37,10,28
46348,2016/10/4 14:37,10,28
64320,2016/10/3 20:42,10,28
88946,2016/10/4 14:39,10,16
88946,2016/10/4 14:38,10,16
61436,2016/10/4 14:39,8,1
61436,2016/10/4 14:39,8,1
81187,2016/10/4 14:39,10,16
64320,2016/10/4 14:39,10,28
28063,2016/10/4 14:40,8,1
28528,2016/10/4 14:40,1,40
82858,2016/10/4 14:41,7,2
6161,2016/10/4 14:40,10,16
81458,2016/10/4 14:39,10,16
48673,2016/10/4 14:41,10,16
51247,2016/10/4 14:41,4,1
55328,2016/10/4 14:41,10,16
75519,2016/10/4 14:42,10,16
13376,2016/10/4 14:43,10,16
27778,2016/10/4 14:42,10,28
80141,2016/10/4 14:43,4,1
88434,2016/10/4 14:43,3,12
82858,2016/10/4 14:44,8,1
7111,2016/10/4 14:44,10,33
7111,2016/10/4 14:44,10,31
40734,2016/10/4 14:44,10,28
69167,2016/10/4 14:44,8,1
40206,2016/10/3 21:38,10,28
58811,2016/10/4 14:43,10,28
86375,2016/10/4 14:44,7,14
86375,2016/10/4 14:44,7,9
69167,2016/10/4 14:44,10,16
874,2016/10/4 14:45,8,1
874,2016/10/4 14:45,8,1
768,2016/10/4 14:44,3,12
49865,2016/10/4 14:44,10,16
69159,2016/10/4 14:44,8,1
25997,2016/10/4 14:45,3,3
34392,2016/10/4 14:45,5,13
84507,2016/10/4 14:44,10,16
80972,2016/10/4 14:23,3,13
24795,2016/10/4 14:46,10,16
7638,2016/10/4 14:45,10,16
45013,2016/10/4 14:46,8,1
24939,2016/10/4 14:46,10,30
24939,2016/10/4 14:46,10,30
80500,2016/10/4 14:45,10,16
69579,2016/10/4 14:46,10,16
24939,2016/10/4 14:47,10,16
34330,2016/10/4 14:45,3,7
81752,2016/10/4 14:46,3,13
41326,2016/10/4 14:47,8,1
57048,2016/10/4 14:47,6,5
40206,2016/10/4 14:47,10,28
84261,2016/10/4 14:48,7,2
24939,2016/10/4 14:48,10,28
31644,2016/10/4 14:46,1,30
64992,2016/10/4 14:48,2,6
28075,2016/10/4 14:49,10,30
20213,2016/10/4 14:49,10,16
88080,2016/10/4 14:49,8,1
88080,2016/10/4 14:49,8,1
69139,2016/10/4 14:45,10,28
82858,2016/10/4 14:48,2,6
82858,2016/10/4 14:48,2,6
7778,2016/10/4 14:49,10,16
28075,2016/10/4 14:49,10,30
1844,2016/10/4 14:50,10,28
59093,2016/10/4 14:50,8,3
59093,2016/10/4 14:50,8,1
59093,2016/10/4 14:51,8,1
59093,2016/10/4 14:50,8,1
20668,2016/10/4 14:51,10,28
20668,2016/10/4 14:51,10,16
78422,2016/10/4 14:50,10,16
58897,2016/10/4 14:51,10,30
31644,2016/10/4 14:51,1,40
24911,2016/10/4 14:50,10,28
62227,2016/10/4 14:51,10,16
62227,2016/10/4 14:51,10,28
58897,2016/10/4 14:51,10,16
58897,2016/10/4 14:51,10,28
19559,2016/10/4 14:32,6,1
45037,2016/10/4 14:53,8,1
12682,2016/10/4 14:52,10,16
64992,2016/10/4 14:53,10,16
28476,2016/10/4 14:52,3,10
29256,2016/10/4 14:54,8,1
29256,2016/10/4 14:54,8,1
65307,2016/10/3 17:58,4,1
46931,2016/10/4 14:54,10,16
72249,2016/10/4 14:55,10,30
48646,2016/10/4 14:54,10,28
56701,2016/10/4 14:55,10,28
6629,2016/10/4 14:56,8,1
32531,2016/10/4 14:56,10,30
32531,2016/10/4 14:56,10,30
13667,2016/10/3 10:39,6,5
13667,2016/10/3 10:39,6,1
48646,2016/10/4 14:55,10,28
28293,2016/10/4 14:56,10,16
32531,2016/10/4 14:56,1,30
7542,2016/10/4 14:57,7,4
39077,2016/10/1 18:11,10,16
48373,2016/10/4 14:41,10,28
48382,2016/10/4 14:57,10,28
83856,2016/10/4 14:57,8,1
39077,2016/10/4 14:57,8,1
58175,2016/10/4 14:57,10,16
48373,2016/10/4 14:58,10,28
48647,2016/10/4 14:58,7,2
29256,2016/10/4 14:58,10,28
52981,2016/10/4 14:58,10,28
73002,2016/10/4 14:58,10,28
30376,2016/10/4 14:58,10,28
35305,2016/10/4 14:58,10,28
71568,2016/10/4 14:58,10,28
53043,2016/10/4 14:59,10,28
53182,2016/10/4 14:59,10,30
71129,2016/10/4 15:00,10,30
52790,2016/10/4 15:00,8,2
52790,2016/10/4 15:00,8,3
7542,2016/10/4 14:59,10,16
1027,2016/10/4 15:00,10,16
22233,2016/10/4 15:00,10,16
56591,2016/10/4 15:01,10,16
29256,2016/10/4 15:01,8,1
29256,2016/10/4 15:01,10,16
80340,2016/10/4 15:01,10,30
25888,2016/10/4 15:01,10,28
38465,2016/10/4 12:55,10,16
50812,2016/10/4 15:01,10,30
8355,2016/10/4 15:00,10,28
7542,2016/10/4 15:01,8,1
29581,2016/10/4 15:02,10,28
6873,2016/10/4 15:01,8,1
85359,2016/10/4 15:01,10,28
77004,2016/10/4 15:02,10,30
77004,2016/10/4 15:02,10,16
56782,2016/10/4 14:58,10,28
56739,2016/10/4 15:03,8,3
5281,2016/10/4 15:03,10,30
49887,2016/10/4 15:03,10,28
10524,2016/10/4 15:03,10,16
10524,2016/10/4 15:03,10,28
56726,2016/10/4 15:02,10,28
56173,2016/10/4 15:03,10,16
60509,2016/10/4 15:02,6,1
16382,2016/10/4 15:03,8,1
52496,2016/10/4 15:04,7,9
52496,2016/10/4 15:04,7,13
40659,2016/10/4 15:04,10,28
20814,2016/10/4 15:04,10,28
57778,2016/10/4 15:04,10,16
58175,2016/10/4 15:04,10,28
15843,2016/10/4 15:05,10,28
1027,2016/10/4 15:05,10,16
1027,2016/10/4 15:05,10,16
1027,2016/10/4 15:05,10,16
32515,2016/10/4 15:01,10,28
67024,2016/10/4 7:21,10,16
14223,2016/10/4 15:05,10,28
57556,2016/10/4 15:06,5,10
76392,2016/10/4 15:05,10,28
76392,2016/10/4 15:06,10,16
8558,2016/10/4 15:06,10,16
8436,2016/10/4 15:07,8,1
43707,2016/10/4 15:07,10,28
24329,2016/10/4 15:07,3,10
79765,2016/10/4 15:07,8,1
11408,2016/10/4 15:08,1,1
22749,2016/10/4 15:08,8,2
29336,2016/10/4 15:08,3,16
74733,2016/10/4 15:08,10,16
89884,2016/10/4 15:09,9,2
89884,2016/10/4 15:09,9,1
76392,2016/10/4 15:08,8,1
76392,2016/10/4 15:08,8,1
78405,2016/10/4 15:09,10,28
78879,2016/10/4 15:09,2,4
49558,2016/10/4 15:08,10,16
45979,2016/10/4 15:09,10,26
44606,2016/10/4 15:09,3,16
44606,2016/10/4 15:09,10,16
24329,2016/10/4 15:09,8,1
24329,2016/10/4 15:09,8,1
8436,2016/10/4 15:09,3,7
59555,2016/10/4 15:10,1,5
59555,2016/10/4 15:09,1,16
59555,2016/10/4 15:10,9,1
59555,2016/10/4 15:09,1,26
2882,2016/10/4 15:09,6,5
2882,2016/10/4 15:09,6,1
3360,2016/10/4 15:10,10,16
