uid	loan_time	loan_amount	plannum
7482	2016/8/5 8:51	4.8616016	1
58799	2016/8/5 8:53	3.862594545	1
76274	2016/8/5 8:54	4.931990053	1
71555	2016/8/5 9:00	3.862594545	1
25910	2016/8/5 9:02	3.975670565	6
82077	2016/8/5 9:06	4.691162849	1
52031	2016/8/5 9:11	4.292650699	1
49137	2016/8/5 9:14	4.292650699	6
74794	2016/8/5 9:15	4.974842946	12
87969	2016/8/5 9:17	4.723016822	1
3453	2016/8/5 9:18	3.862594545	1
88505	2016/8/5 9:19	6.83599934	1
15219	2016/8/5 9:19	5.292153929	1
79882	2016/8/5 9:20	3.862594545	1
63765	2016/8/5 9:21	4.8616016	3
49376	2016/8/5 9:22	5.292153929	1
49376	2016/8/5 9:22	5.722768363	1
68669	2016/8/5 9:27	4.974842946	12
87318	2016/8/5 9:28	4.544373396	12
45322	2016/8/5 9:29	6.153413856	1
89729	2016/8/5 9:31	6.722718659	3
80205	2016/8/5 9:31	5.722768363	1
66313	2016/8/5 9:40	5.722768363	12
47887	2016/8/5 9:44	3.862594545	1
68663	2016/8/5 9:46	4.071302059	1
41110	2016/8/5 9:47	3.862594545	1
40408	2016/8/5 9:47	4.292650699	1
12532	2016/8/5 9:54	5.501180385	1
73506	2016/8/5 9:55	5.722768363	1
84130	2016/8/5 9:57	5.328351404	1
22872	2016/8/5 9:57	5.292153929	1
90688	2016/8/5 9:57	4.544373396	12
47978	2016/8/5 10:07	4.974842946	12
59336	2016/8/5 10:13	3.862594545	1
47426	2016/8/5 10:15	3.862594545	1
58357	2016/8/5 10:15	3.862594545	12
29955	2016/8/5 10:20	3.862594545	1
84312	2016/8/5 10:21	5.781982259	12
84788	2016/8/5 10:24	5.07059257	12
84020	2016/8/5 10:25	6.153413856	1
31061	2016/8/5 10:28	4.292650699	1
26075	2016/8/5 10:29	3.862594545	1
80059	2016/8/5 10:30	3.862594545	3
46306	2016/8/5 10:31	4.292650699	1
55030	2016/8/5 10:32	4.974842946	1
32860	2016/8/5 10:35	5.07059257	1
11260	2016/8/5 10:36	5.292153929	1
70080	2016/8/5 10:38	5.657311097	3
6879	2016/8/5 10:39	4.974842946	3
64119	2016/8/5 10:48	3.862594545	6
25565	2016/8/5 10:56	6.153413856	6
6387	2016/8/5 11:01	4.292650699	3
44120	2016/8/5 11:05	5.722768363	12
87207	2016/8/5 11:01	4.723016822	1
32656	2016/8/5 11:01	4.723016822	1
67590	2016/8/5 11:01	5.405415974	3
38554	2016/8/5 11:05	4.723016822	12
53696	2016/8/5 11:08	3.862594545	1
2312	2016/8/5 11:11	6.464550799	3
84573	2016/8/5 11:16	6.153413856	1
32160	2016/8/5 11:16	4.974842946	3
78600	2016/8/5 11:18	4.292650699	1
81802	2016/8/5 11:18	5.292153929	1
89622	2016/8/5 11:19	4.351813812	1
23463	2016/8/5 11:19	4.723016822	1
51962	2016/8/5 11:28	5.722768363	1
6161	2016/8/5 11:32	5.722768363	1
21428	2016/8/5 11:37	4.974842946	1
82001	2016/8/5 11:41	5.153538105	1
67206	2016/8/5 11:45	3.862594545	1
51546	2016/8/5 11:47	3.862594545	1
68840	2016/8/5 11:47	4.154158974	12
20043	2016/8/5 11:50	6.584074882	1
52283	2016/8/5 11:59	4.723016822	3
76512	2016/8/5 12:00	5.722768363	12
83573	2016/8/5 12:07	3.862594545	1
9373	2016/8/5 12:14	5.657311097	12
19340	2016/8/5 12:17	3.862594545	1
3683	2016/8/5 12:21	5.153538105	1
20060	2016/8/5 12:32	5.292153929	1
90500	2016/8/5 12:37	5.722768363	12
88547	2016/8/5 12:46	5.722768363	1
33061	2016/8/5 12:52	5.931812567	12
33061	2016/8/5 12:53	5.836040761	12
4792	2016/8/5 12:56	4.723016822	1
11910	2016/8/5 12:55	4.292650699	1
44027	2016/8/5 13:02	5.722768363	12
11231	2016/8/5 13:04	4.723016822	1
55794	2016/8/5 13:06	3.862594545	3
7121	2016/8/5 13:13	6.153413856	1
31325	2016/8/5 13:18	3.862594545	1
46100	2016/8/5 13:26	5.501180385	6
55167	2016/8/5 13:30	3.862594545	1
53854	2016/8/5 13:52	5.722768363	1
41936	2016/8/5 13:55	4.723016822	1
45159	2016/8/5 13:56	5.292153929	6
89131	2016/8/5 13:57	4.40582999	3
18279	2016/8/5 13:59	5.292153929	1
6499	2016/8/5 13:59	4.723016822	12
32049	2016/8/5 14:05	4.292650699	1
27338	2016/8/5 14:17	4.292650699	1
74282	2016/8/5 14:20	4.544373396	1
68840	2016/8/5 14:22	4.292650699	12
78051	2016/8/5 14:24	5.722768363	1
76528	2016/8/5 14:25	4.292650699	1
84495	2016/8/5 14:28	4.723016822	1
89298	2016/8/5 14:30	4.974842946	6
85989	2016/8/5 14:39	5.722768363	1
81005	2016/8/5 14:46	4.292650699	12
68388	2016/8/5 14:49	5.292153929	1
51222	2016/8/5 14:52	4.622092928	6
68238	2016/8/5 14:52	3.862594545	1
68238	2016/8/5 14:53	4.8616016	1
83794	2016/8/5 14:56	4.723016822	12
85125	2016/8/5 14:59	4.292650699	3
8781	2016/8/5 15:02	4.292650699	1
7266	2016/8/5 15:02	4.974842946	6
33879	2016/8/5 15:12	5.722768363	3
68078	2016/8/5 15:16	5.54404215	1
26421	2016/8/5 15:21	5.405415974	12
36750	2016/8/5 15:21	4.657587153	1
83560	2016/8/5 15:27	5.722768363	12
17327	2016/8/5 15:30	4.885961244	1
79075	2016/8/5 15:33	3.862594545	1
16165	2016/8/5 15:35	4.292650699	3
40672	2016/8/5 15:38	6.405333138	3
6194	2016/8/5 15:46	4.8616016	3
53603	2016/8/5 15:54	5.931812567	12
40581	2016/8/5 15:56	3.862594545	1
36018	2016/8/5 15:56	4.292650699	12
54661	2016/8/5 16:00	5.292153929	1
90176	2016/8/5 16:03	6.501109382	12
10014	2016/8/5 16:07	5.722768363	1
53998	2016/8/5 16:09	4.292650699	1
59845	2016/8/5 16:10	3.862594545	3
89495	2016/8/5 16:16	4.8616016	12
33571	2016/8/5 16:16	6.405333138	12
47132	2016/8/5 16:22	4.974842946	6
49820	2016/8/5 16:26	4.622092928	1
59369	2016/8/5 16:27	4.974842946	6
71497	2016/8/5 16:30	4.974842946	1
86799	2016/8/5 16:34	3.862594545	1
1023	2016/8/5 16:35	6.153413856	1
9447	2016/8/5 16:35	4.723016822	12
49820	2016/8/5 16:38	3.862594545	1
64261	2016/8/5 16:40	4.974842946	12
77657	2016/8/5 16:45	3.862594545	3
71197	2016/8/5 16:47	4.292650699	1
24686	2016/8/5 16:51	3.862594545	1
64790	2016/8/5 16:53	6.770536322	12
87288	2016/8/5 16:57	5.292153929	3
86177	2016/8/5 16:58	6.153413856	3
79077	2016/8/5 17:04	5.584137011	3
77371	2016/8/5 17:12	5.292153929	1
3988	2016/8/5 17:17	5.153538105	12
9951	2016/8/5 17:21	5.657311097	1
36985	2016/8/5 17:21	4.544373396	1
77371	2016/8/5 17:22	5.292153929	1
7111	2016/8/5 17:38	4.292650699	1
7739	2016/8/5 17:46	5.153538105	1
59002	2016/8/5 17:48	5.722768363	12
53378	2016/8/5 17:47	4.292650699	1
59105	2016/8/5 18:02	5.292153929	3
78051	2016/8/5 18:05	5.722768363	1
76115	2016/8/5 18:07	3.862594545	1
21592	2016/8/5 18:07	5.405415974	3
47676	2016/8/5 18:14	4.544373396	3
78039	2016/8/5 18:13	3.862594545	1
34102	2016/8/5 18:13	3.862594545	6
71022	2016/8/5 18:16	4.292650699	1
39042	2016/8/5 18:23	4.723016822	1
28732	2016/8/5 18:26	5.54404215	1
75941	2016/8/5 18:31	3.862594545	6
50408	2016/8/5 18:32	5.292153929	1
46856	2016/8/5 18:47	4.931990053	1
55041	2016/8/5 18:53	5.405415974	12
43078	2016/8/5 18:53	5.292153929	1
89147	2016/8/5 18:56	4.154158974	1
17774	2016/8/5 19:13	3.862594545	1
23034	2016/8/5 19:16	3.862594545	6
12125	2016/8/5 19:24	3.862594545	1
79844	2016/8/5 19:33	4.154158974	1
62823	2016/8/5 19:50	5.584137011	1
84030	2016/8/5 20:12	5.153538105	1
16451	2016/8/5 20:17	6.153413856	12
62900	2016/8/5 20:19	4.723016822	1
10336	2016/8/5 20:30	5.292153929	1
10336	2016/8/5 20:37	4.723016822	1
3453	2016/8/5 20:45	3.862594545	1
79543	2016/8/5 20:54	5.781982259	12
74003	2016/8/5 20:53	3.862594545	12
29102	2016/8/5 20:54	5.351362178	12
9600	2016/8/5 20:58	4.974842946	1
69752	2016/8/5 20:59	5.08809119	6
21699	2016/8/5 21:08	3.862594545	12
45114	2016/8/5 21:15	4.974842946	12
44088	2016/8/5 21:18	3.862594545	3
41227	2016/8/5 21:23	4.544373396	1
43240	2016/8/5 21:30	5.584137011	1
57063	2016/8/5 21:32	3.862594545	1
9313	2016/8/5 21:34	6.425705932	1
78425	2016/8/5 22:01	4.292650699	1
34364	2016/8/5 22:01	3.862594545	1
75333	2016/8/5 22:02	4.292650699	1
40754	2016/8/5 22:07	4.995209729	1
70554	2016/8/5 22:20	4.071302059	1
22920	2016/8/5 22:21	3.975670565	1
12515	2016/8/5 22:33	5.722768363	12
28149	2016/8/5 22:34	4.501535282	1
28149	2016/8/5 22:35	4.292650699	1
41171	2016/8/5 22:38	5.351362178	12
32897	2016/8/5 22:45	4.723016822	1
86422	2016/8/5 22:58	5.07059257	1
13524	2016/8/5 23:18	3.862594545	1
51408	2016/8/5 23:21	4.292650699	3
61683	2016/8/6 0:01	4.974842946	6
30968	2016/8/6 0:13	4.723016822	1
50905	2016/8/6 0:32	4.8616016	1
55736	2016/8/6 0:34	4.292650699	12
44274	2016/8/6 0:34	5.722768363	1
26032	2016/8/6 0:49	5.153538105	1
33952	2016/8/6 0:55	6.05244065	12
72680	2016/8/6 1:01	3.862594545	12
9600	2016/8/6 1:07	5.153538105	1
61875	2016/8/6 1:53	4.723016822	12
73684	2016/8/6 2:13	4.723016822	1
27976	2016/8/6 3:56	3.862594545	1
32940	2016/8/6 5:01	3.975670565	12
44514	2016/8/6 5:08	4.501535282	12
9441	2016/8/6 6:04	4.974842946	1
39881	2016/8/6 6:26	4.723016822	3
54800	2016/8/6 6:35	5.240356826	1
40690	2016/8/6 6:59	4.691162849	12
73760	2016/8/6 7:08	5.836040761	12
62763	2016/8/6 7:13	5.292153929	1
71619	2016/8/6 7:14	4.974842946	1
6140	2016/8/6 7:42	5.07059257	1
87986	2016/8/6 7:50	4.292650699	1
30083	2016/8/6 8:06	5.781982259	12
62984	2016/8/6 8:15	3.862594545	3
81978	2016/8/6 8:16	3.862594545	1
3908	2016/8/6 8:17	5.153538105	12
55134	2016/8/6 8:17	4.154158974	1
6645	2016/8/6 8:18	4.292650699	1
40690	2016/8/6 8:21	4.292650699	12
44409	2016/8/6 8:22	5.292153929	1
78490	2016/8/6 8:23	6.405333138	1
27900	2016/8/6 8:25	5.614448346	3
27667	2016/8/6 8:35	4.974842946	1
81511	2016/8/6 8:41	5.08809119	1
21994	2016/8/6 8:45	3.862594545	1
48058	2016/8/6 8:46	4.292650699	12
40408	2016/8/6 8:45	4.292650699	1
36618	2016/8/6 8:49	4.292650699	1
30245	2016/8/6 8:51	3.862594545	1
69139	2016/8/6 8:51	4.292650699	1
18085	2016/8/6 8:52	5.722768363	12
69139	2016/8/6 8:54	4.544373396	1
66997	2016/8/6 8:58	4.723016822	3
27179	2016/8/6 8:59	4.292650699	1
3017	2016/8/6 9:01	4.292650699	1
41991	2016/8/6 9:00	4.154158974	1
27299	2016/8/6 9:01	6.722718659	12
39435	2016/8/6 9:02	3.862594545	12
84863	2016/8/6 9:07	3.862594545	12
58105	2016/8/6 9:10	4.723016822	1
17392	2016/8/6 9:14	4.292650699	1
37940	2016/8/6 9:16	6.722718659	12
51982	2016/8/6 9:20	3.862594545	1
69139	2016/8/6 9:23	4.292650699	1
69139	2016/8/6 9:26	4.292650699	1
25312	2016/8/6 9:26	4.292650699	1
21758	2016/8/6 9:29	4.544373396	1
69139	2016/8/6 9:30	4.292650699	1
70489	2016/8/6 9:32	4.292650699	1
69139	2016/8/6 9:32	4.292650699	1
52488	2016/8/6 9:33	5.836040761	1
69139	2016/8/6 9:33	4.292650699	1
85908	2016/8/6 9:36	4.40582999	1
19746	2016/8/6 9:37	5.584137011	1
7012	2016/8/6 9:38	4.974842946	1
61931	2016/8/6 9:39	3.862594545	1
38334	2016/8/6 9:42	5.501180385	1
36775	2016/8/6 9:45	4.292650699	1
48394	2016/8/6 9:46	5.292153929	1
21773	2016/8/6 9:46	4.40582999	1
79882	2016/8/6 9:48	3.862594545	1
37489	2016/8/6 9:48	5.97467729	6
34086	2016/8/6 10:06	5.292153929	1
38705	2016/8/6 10:07	6.014774739	1
79806	2016/8/6 10:07	6.405333138	12
40754	2016/8/6 10:07	4.154158974	1
69987	2016/8/6 10:11	4.544373396	1
22242	2016/8/6 10:11	4.8616016	6
49397	2016/8/6 10:14	5.292153929	1
27123	2016/8/6 10:15	6.014774739	1
29750	2016/8/6 10:15	4.974842946	12
56382	2016/8/6 10:23	6.240248782	6
14734	2016/8/6 10:24	5.405415974	6
53239	2016/8/6 10:24	3.862594545	1
33762	2016/8/6 10:25	4.723016822	1
70407	2016/8/6 10:29	4.974842946	1
86577	2016/8/6 10:29	4.723016822	6
27717	2016/8/6 10:30	4.544373396	1
51837	2016/8/6 10:30	5.292153929	12
6048	2016/8/6 10:32	5.722768363	1
40030	2016/8/6 10:33	4.292650699	1
24853	2016/8/6 10:35	4.292650699	12
21092	2016/8/6 10:36	6.05244065	1
59690	2016/8/6 10:40	5.584137011	1
3983	2016/8/6 10:44	5.69740682	1
52095	2016/8/6 10:45	5.153538105	12
32049	2016/8/6 10:46	4.292650699	1
84047	2016/8/6 10:48	5.153538105	12
64697	2016/8/6 10:52	5.405415974	1
64697	2016/8/6 10:52	5.722768363	1
64697	2016/8/6 10:53	5.722768363	1
75838	2016/8/6 10:53	5.45514134	12
50028	2016/8/6 10:56	4.292650699	1
56022	2016/8/6 10:57	5.405415974	1
45543	2016/8/6 10:56	4.723016822	3
68895	2016/8/6 10:59	6.240248782	12
58475	2016/8/6 11:02	5.97467729	3
33942	2016/8/6 11:02	4.40582999	1
67526	2016/8/6 11:02	5.292153929	12
11649	2016/8/6 11:05	4.723016822	1
74545	2016/8/6 11:07	4.292650699	6
67884	2016/8/6 11:08	5.722768363	1
47632	2016/8/6 11:13	4.723016822	1
77853	2016/8/6 11:15	4.723016822	1
49578	2016/8/6 11:20	4.292650699	1
86090	2016/8/6 11:23	5.405415974	12
8296	2016/8/6 11:24	5.836040761	6
10012	2016/8/6 11:30	5.722768363	12
67455	2016/8/6 11:30	4.292650699	1
88985	2016/8/6 11:31	4.723016822	1
40887	2016/8/6 11:35	4.292650699	1
6048	2016/8/6 11:35	5.722768363	1
55736	2016/8/6 11:38	4.292650699	12
66917	2016/8/6 11:41	4.974842946	1
23034	2016/8/6 11:44	3.862594545	6
75397	2016/8/6 11:53	4.292650699	1
66762	2016/8/6 11:55	5.97467729	1
8884	2016/8/6 12:00	6.501109382	3
5734	2016/8/6 12:07	3.862594545	12
22061	2016/8/6 12:09	6.014774739	3
88673	2016/8/6 12:17	6.212630577	1
19528	2016/8/6 12:19	5.584137011	12
75048	2016/8/6 12:19	5.292153929	1
30510	2016/8/6 12:21	4.292650699	1
21922	2016/8/6 12:24	4.723016822	6
2228	2016/8/6 12:24	4.154158974	6
30845	2016/8/6 12:32	5.292153929	1
4601	2016/8/6 12:32	4.292650699	1
43543	2016/8/6 12:33	3.862594545	1
69353	2016/8/6 12:33	4.974842946	1
51149	2016/8/6 12:43	5.836040761	1
70330	2016/8/6 12:44	5.292153929	1
55709	2016/8/6 12:48	4.8616016	1
55113	2016/8/6 12:49	4.974842946	3
65207	2016/8/6 12:56	5.266794974	1
32071	2016/8/6 13:01	6.722718659	12
32049	2016/8/6 13:01	4.292650699	1
29194	2016/8/6 13:03	5.292153929	1
9746	2016/8/6 13:04	5.722768363	1
27642	2016/8/6 13:04	5.292153929	6
69408	2016/8/6 13:05	3.862594545	3
64150	2016/8/6 13:10	3.862594545	1
25249	2016/8/6 13:13	5.836040761	12
83499	2016/8/6 13:18	4.782208137	3
